game_id,source_url
2202420,https://fhsuathletics.com/sports/mens-soccer/stats/2024/davenport/boxscore/13154
2202421,https://fhsuathletics.com/sports/mens-soccer/stats/2024/mckendree/boxscore/13538
2202501,https://fhsuathletics.com/sports/mens-soccer/stats/2025/rockhurst/boxscore/13654
2202502,https://fhsuathletics.com/sports/mens-soccer/stats/2025/msu-denver/boxscore/13655
2202503,https://fhsuathletics.com/sports/mens-soccer/stats/2025/csu-pueblo/boxscore/13656
2202504,https://fhsuathletics.com/sports/mens-soccer/stats/2025/thomas-more/boxscore/13657
2202505,https://fhsuathletics.com/sports/mens-soccer/stats/2025/lubbock-christian/boxscore/13658
2202506,https://fhsuathletics.com/sports/mens-soccer/stats/2025/jamestown/boxscore/13659
2202507,https://fhsuathletics.com/sports/mens-soccer/stats/2025/northeastern-state/boxscore/13660
2202508,https://fhsuathletics.com/sports/mens-soccer/stats/2025/rogers-state/boxscore/13661
2202509,https://fhsuathletics.com/sports/mens-soccer/stats/2025/southern-nazarene/boxscore/13662
2202510,https://fhsuathletics.com/sports/mens-soccer/stats/2025/harding/boxscore/13663
2202511,https://fhsuathletics.com/sports/mens-soccer/stats/2025/ouachita-baptist/boxscore/13664
2202512,https://fhsuathletics.com/sports/mens-soccer/stats/2025/newman/boxscore/13665
2202513,https://fhsuathletics.com/sports/mens-soccer/stats/2025/northeastern-state/boxscore/13666
2202514,https://fhsuathletics.com/sports/mens-soccer/stats/2025/southern-nazarene/boxscore/13667
2202515,https://fhsuathletics.com/sports/mens-soccer/stats/2025/rogers-state/boxscore/13668
2202516,https://fhsuathletics.com/sports/mens-soccer/stats/2025/ouachita-baptist/boxscore/13669
2202517,https://fhsuathletics.com/sports/mens-soccer/stats/2025/harding/boxscore/13670
2202518,https://fhsuathletics.com/sports/mens-soccer/stats/2025/newman/boxscore/13671
2202519,https://fhsuathletics.com/sports/mens-soccer/stats/2025/northeastern-state/boxscore/13672
2202520,https://fhsuathletics.com/sports/mens-soccer/stats/2025/rogers-state/boxscore/13926
2202521,https://fhsuathletics.com/sports/mens-soccer/stats/2025/uindy/boxscore/13923
2202522,https://fhsuathletics.com/sports/mens-soccer/stats/2025/rockhurst/boxscore/13674
2202523,https://fhsuathletics.com/sports/mens-soccer/stats/2025/rogers-state/boxscore/13924
2202524,https://fhsuathletics.com/sports/mens-soccer/stats/2025/rollins/boxscore/13675
3201901,https://newmanjets.com/sports/mens-soccer/stats/2019/colorado-mesa-university/boxscore/4759
3201902,https://newmanjets.com/sports/mens-soccer/stats/2019/csu-pueblo/boxscore/4760
3201903,https://newmanjets.com/sports/mens-soccer/stats/2019/rogers-state/boxscore/4761
3201904,https://newmanjets.com/sports/mens-soccer/stats/2019/northeastern-state-university/boxscore/4762
3201905,https://newmanjets.com/sports/mens-soccer/stats/2019/harding/boxscore/4763
3201906,https://newmanjets.com/sports/mens-soccer/stats/2019/ouachita-baptist/boxscore/4764
3201907,https://newmanjets.com/sports/mens-soccer/stats/2019/fort-hays-state-university/boxscore/4765
3201908,https://newmanjets.com/sports/mens-soccer/stats/2019/southern-nazarene/boxscore/4766
3201909,https://newmanjets.com/sports/mens-soccer/stats/2019/oklahoma-baptist/boxscore/4767
3201910,https://newmanjets.com/sports/mens-soccer/stats/2019/northeastern-state-university/boxscore/4768
3201911,https://newmanjets.com/sports/mens-soccer/stats/2019/rogers-state/boxscore/4769
3201912,https://newmanjets.com/sports/mens-soccer/stats/2019/ouachita-baptist/boxscore/4770
3201913,https://newmanjets.com/sports/mens-soccer/stats/2019/harding/boxscore/4771
3201914,https://newmanjets.com/sports/mens-soccer/stats/2019/fort-hays-state/boxscore/4772
3201915,https://newmanjets.com/sports/mens-soccer/stats/2019/oklahoma-baptist/boxscore/4773
3201916,https://newmanjets.com/sports/mens-soccer/stats/2019/southern-nazarene-university/boxscore/4774
3202101,https://newmanjets.com/sports/mens-soccer/stats/2021/colorado-springs/boxscore/5609
3202102,https://newmanjets.com/sports/mens-soccer/stats/2021/colorado-state-pueblo/boxscore/5610
3202103,https://newmanjets.com/sports/mens-soccer/stats/2021/oklahoma-christian/boxscore/5611
3202104,https://newmanjets.com/sports/mens-soccer/stats/2021/missouri-st-louis/boxscore/5612
3202105,https://newmanjets.com/sports/mens-soccer/stats/2021/msu-denver/boxscore/5613
3202106,https://newmanjets.com/sports/mens-soccer/stats/2021/harding/boxscore/5615
3202107,https://newmanjets.com/sports/mens-soccer/stats/2021/ouachita-baptist/boxscore/5616
3202108,https://newmanjets.com/sports/mens-soccer/stats/2021/rogers-state/boxscore/5614
3202109,https://newmanjets.com/sports/mens-soccer/stats/2021/southern-nazarene/boxscore/5617
3202110,https://newmanjets.com/sports/mens-soccer/stats/2021/northeastern-state/boxscore/5618
3202111,https://newmanjets.com/sports/mens-soccer/stats/2021/fort-hays-state/boxscore/5619
3202112,https://newmanjets.com/sports/mens-soccer/stats/2021/fort-hays-state/boxscore/5620
3202113,https://newmanjets.com/sports/mens-soccer/stats/2021/rogers-state/boxscore/5621
3202114,https://newmanjets.com/sports/mens-soccer/stats/2021/harding/boxscore/5622
3202115,https://newmanjets.com/sports/mens-soccer/stats/2021/ouachita-baptist/boxscore/5623
3202116,https://newmanjets.com/sports/mens-soccer/stats/2021/southern-nazarene/boxscore/5624
3202117,https://newmanjets.com/sports/mens-soccer/stats/2021/northeastern-state/boxscore/5625
3202201,https://newmanjets.com/sports/mens-soccer/stats/2022/oklahoma-christian/boxscore/6154
3202202,https://newmanjets.com/sports/mens-soccer/stats/2022/csu-pueblo/boxscore/6155
3202203,https://newmanjets.com/sports/mens-soccer/stats/2022/rockhurst/boxscore/6156
3202204,https://newmanjets.com/sports/mens-soccer/stats/2022/quincy/boxscore/6157
3202205,https://newmanjets.com/sports/mens-soccer/stats/2022/msu-denver/boxscore/6158
3202206,https://newmanjets.com/sports/mens-soccer/stats/2022/colorado-christian/boxscore/6159
3202207,https://newmanjets.com/sports/mens-soccer/stats/2022/fort-hays-state/boxscore/6160
3202208,https://newmanjets.com/sports/mens-soccer/stats/2022/harding/boxscore/6161
3202209,https://newmanjets.com/sports/mens-soccer/stats/2022/ouachita-baptist/boxscore/6162
3202210,https://newmanjets.com/sports/mens-soccer/stats/2022/northeastern-state/boxscore/6163
3202211,https://newmanjets.com/sports/mens-soccer/stats/2022/southern-nazarene/boxscore/6164
3202212,https://newmanjets.com/sports/mens-soccer/stats/2022/rogers-state/boxscore/6165
